Document	Subdoc	WordId	WordForm	ChangedAttrib	NewValue	OldValue
0085-006	839-841	7	ξένους	postag	a-p---ma-	n-p---ma-
0085-006	839-841	9	οὐδαμῶς	relation	ADV	AuxZ
0085-006	839-841	11	,	relation	AuxX	APOS
0085-006	839-841	11	,	head	0	5
0085-006	839-841	12	μόρον	relation	APOS	OBJ_AP
0085-006	839-841	12	μόρον	head	2	11
0085-006	839-841	13	δ’	postag	b--------	g--------
0085-006	839-841	13	δ’	head	2	11
0085-006	841-843	1	καὶ	postag	d--------	c--------
0085-006	841-843	1	καὶ	relation	AuxY	COORD
0085-006	841-843	1	καὶ	head	5	0
0085-006	841-843	5	γένοιτ’	postag	v3saom---	v3sao----
0085-006	841-843	6	ἂν	postag	d--------	g--------
0085-006	841-843	13	καὶ	postag	b--------	c--------
0085-006	844	2	ταῦτ’	postag	p-p---na-	a-p---na-
0085-006	844	4	καὶ	postag	b--------	c--------
0085-006	845-846	1	ἢ	postag	b--------	c--------
0085-006	845-846	1	ἢ	relation	AuxY	COORD
0085-006	845-846	1	ἢ	head	7	0
0085-006	845-846	6	πεδάρσιοι	relation	ADV	ATV
0085-006	845-846	7	θρῴσκουσι	relation	PRED	PRED_CO
0085-006	845-846	7	θρῴσκουσι	head	0	1
0085-006	845-846	9	θνῄσκοντες	lemma	θνῄσκω	θνήσκω
0085-006	847	3	ἂν	postag	d--------	g--------
0085-006	847	4	εἴποις	lemma	λέγω	εἶπον
0085-006	847	5	ὥστε	postag	c--------	d--------
0085-006	848-849	2	μέν	postag	d--------	g--------
0085-006	848-849	5	δὲ	postag	b--------	g--------
0085-006	848-849	7	ξένων	postag	a-p---mg-	n-p---mg-
0085-006	849-850	1	οὐδὲν	postag	p-s---nn-	a-s---nn-
0085-006	849-850	5	αὐτὸν	postag	p-s---ma-	a-s---ma-
0085-006	849-850	5	αὐτὸν	relation	ADV	ATV
0085-006	849-850	6	αὐτῶν	postag	p-p---mg-	a-p---mg-
0085-006	849-850	8	πεύθεσθαι	lemma	πυνθάνομαι	πεύθομαι
0085-006	849-850	8	πεύθεσθαι	head	4	11
0085-006	849-850	11	[0]	lemma	_	/
0085-006	851-853	1	ἰδεῖν	lemma	ὁράω	εἶδον
0085-006	851-853	3	τ’	postag	b--------	g--------
0085-006	851-853	4	αὖ	relation	ADV	AuxY
0085-006	851-853	8	,	head	20	16
0085-006	851-853	9	εἴτ’	postag	b--------	c--------
0085-006	851-853	9	εἴτ’	head	20	16
0085-006	851-853	10	αὐτὸς	postag	p-s---mn-	a-s---mn-
0085-006	851-853	10	αὐτὸς	relation	ADV	ATV
0085-006	851-853	12	θνῄσκοντος	lemma	θνῄσκω	θνήσκω
0085-006	851-853	15	,	head	20	16
0085-006	851-853	16	εἴτ’	postag	b--------	c--------
0085-006	851-853	16	εἴτ’	relation	AuxY	COORD
0085-006	851-853	16	εἴτ’	head	20	5
0085-006	851-853	20	λέγει	relation	ADV	ADV_CO
0085-006	851-853	20	λέγει	head	5	16
0085-006	854	3	ἂν	postag	d--------	g--------
0085-006	855-858	1	Ζεῦ	relation	MWE	AuxY
0085-006	855-858	6	,	relation	AuxX	AuxY
0085-006	855-858	10	ἐπευχομένη	relation	ADV_CO	AtvV_CO
0085-006	855-858	11	κἀπιθεάζουσ’	relation	ADV_CO	AtvV_CO
0085-006	855-858	14	δ’	postag	b--------	g--------
0085-006	855-858	18	εἰποῦσ’	lemma	λέγω	εἶπον
0085-006	855-858	21	[0]	lemma	_	/
0085-006	859-865	2	γὰρ	postag	d--------	g--------
0085-006	859-865	7	ἀνδροδαΐκτων	lemma	ἀνδροδάϊκτος	ἀνδροδάικτος
0085-006	859-865	8	ἢ	postag	b--------	c--------
0085-006	859-865	9	πάνυ	relation	ADV	AuxZ
0085-006	859-865	17	ἢ	postag	b--------	c--------
0085-006	859-865	19	καὶ	postag	b--------	c--------
0085-006	859-865	25	τε	postag	b--------	g--------
0085-006	859-865	28	θ’	postag	b--------	g--------
0085-006	866-868	3	μόνος	relation	ADV	AtvV
0085-006	866-868	8	θεῖος	postag	a-s---mn-	n-s---mn-
0085-006	868	2	δ’	postag	d--------	g--------
0085-006	869	1	ἒ	relation	ExD	AuxY
0085-006	869	1	ἒ	head	6	2
0085-006	869	6	[0]	lemma	_	/
0085-006	870	1	ἔα	relation	ExD	AuxZ
0085-006	870	1	ἔα	head	5	2
0085-006	870	3	μάλα	relation	ADV	AuxZ
0085-006	870	5	[0]	lemma	_	/
0085-006	871	1	πῶς	relation	ADV	OBJ
0085-006	874	2	γὰρ	postag	d--------	g--------
0085-006	874	3	δὴ	postag	d--------	g--------
0085-006	875	7	[0]	lemma	_	/
0085-006	876	3	αὖθις	relation	ADV	AuxZ
0085-006	876	8	[0]	lemma	_	/
0085-006	877-879	2	ἀνοίξατε	relation	PRED_CO	PRED
0085-006	877-879	4	τάχιστα	postag	a-p---nas	a-p---na-
0085-006	877-879	6	καὶ	postag	b--------	c--------
0085-006	879-880	1	καὶ	postag	d--------	c--------
0085-006	879-880	4	δὲ	postag	b--------	g--------
0085-006	879-880	4	δὲ	relation	AuxY	COORD
0085-006	879-880	4	δὲ	head	5	0
0085-006	879-880	5	δεῖ	relation	PRED	PRED_CO
0085-006	879-880	5	δεῖ	head	0	4
0085-006	879-880	9	δ’	postag	b--------	g--------
0085-006	880	2	γάρ	postag	d--------	g--------
0085-006	880	4	[0]	lemma	_	/
0085-006	881	1	ἰοὺ	relation	ExD	AuxY
0085-006	881	1	ἰοὺ	head	4	2
0085-006	881	4	[0]	lemma	_	/
0085-006	882-883	3	καὶ	postag	b--------	c--------
0085-006	882-883	5	μάτην	lemma	μάτην	ματάω
0085-006	882-883	5	μάτην	postag	d--------	v1siia---
0085-006	883	2	Κλυταιμήστρα	lemma	Κλυταιμνήστρα	Κλυταιήστρα
0085-006	883	4	[0]	lemma	_	/
0085-006	884-885	3	αὐτῆς	postag	p-s---fg-	a-s---fg-
0085-006	885	1	τί	postag	p-s---nn-	a-s---nn-
0085-006	885	2	δ’	postag	d--------	g--------
0085-006	885	1	τίνα	postag	p-s---ca-	a-s---fa-
0085-006	886	5	τεθνηκότας	lemma	θνῄσκω	θνήσκω
0085-006	888	4	ὥσπερ	postag	c--------	d--------
0085-006	888	5	οὖν	postag	d--------	g--------
0085-006	888	5	οὖν	relation	AuxY	AuxZ
0085-006	889	2	τις	postag	p-s---cn-	p-s---mn-
0085-006	890	5	ἢ	postag	b--------	c--------
0085-006	891	2	γὰρ	postag	d--------	g--------
0085-006	891	3	δὴ	postag	d--------	g--------
0085-006	892	1	σὲ	postag	p2s---ca-	p-s---fa-
0085-006	892	2	καὶ	postag	d--------	c--------
0085-006	892	2	δ’	postag	d--------	g--------
0085-006	892	3	ἀρκούντως	relation	ADV	OBJ
0085-006	893	1	τέθνηκας	lemma	θνῄσκω	θνήσκω
0085-006	893	3	φίλτατ’	lemma	φίλος	φίλτατος
0085-006	893	3	φίλτατ’	postag	a-p---fvs	a-p---fv-
0085-006	894-895	1	τοιγὰρ	postag	d--------	g--------
0085-006	894-895	3	ταὐτῷ	lemma	αὐτός	ταὐτός
0085-006	894-895	3	ταὐτῷ	postag	p-s---md-	a-s---md-
0085-006	895	1	θανόντα	lemma	θνῄσκω	θνήσκω
0085-006	895	2	δ’	postag	d--------	g--------
0085-006	895	4	μὴ	postag	d--------	c--------
0085-006	895	4	μὴ	relation	AuxZ	AuxY
0085-006	895	6	ποτε	postag	d--------	g--------
0085-006	896-898	4	παῖ	postag	n-s---cv-	n-s---mv-
0085-006	896-898	7	δ’	postag	b--------	g--------
0085-006	896-898	16	σὺ	postag	p2s---cn-	p-s---mn-
0085-006	896-898	18	δὴ	postag	d--------	g--------
0085-006	896-898	18	δὴ	relation	AuxY	AuxZ
0085-006	900-901	2	δὴ	postag	d--------	g--------
0085-006	900-901	2	δὴ	relation	AuxY	AuxZ
0085-006	900-901	10	πιστὰ	lemma	πιστός	πιστόν
0085-006	900-901	10	πιστὰ	postag	a-p---nn-	n-p---nn-
0085-006	900-901	11	δ’	postag	b--------	g--------
0085-006	900-901	14	[0]	lemma	_	/
0085-006	902	6	πλέον	lemma	πολύς	πλείων
0085-006	903	2	σὲ	postag	p2s---ca-	p-s---ma-
0085-006	903	5	καὶ	postag	b--------	c--------
0085-006	903	7	μοι	postag	p1s---cd-	p-s---md-
0085-006	904	4	αὐτὸν	postag	p-s---ma-	a-s---ma-
0085-006	904	6	σὲ	postag	p2s---ca-	p-s---fa-
0085-006	905	1	καὶ	postag	d--------	c--------
0085-006	905	3	γάρ	postag	d--------	g--------
0085-006	905	5	κρείσσον’	lemma	κρατύς	κρείσσων
0085-006	906-907	1	τούτῳ	postag	p-s---md-	a-s---md-
0085-006	906-907	2	θανοῦσα	lemma	θνῄσκω	θνήσκω
0085-006	906-907	9	τοῦτον	postag	p-s---ma-	a-s---ma-
0085-006	906-907	12	δ’	postag	b--------	g--------
0085-006	908	1	ἐγώ	postag	p1s---cn-	p-s---fn-
0085-006	908	2	σ’	postag	p2s---ca-	p-s---ma-
0085-006	908	6	δὲ	postag	b--------	g--------
0085-006	909	2	γὰρ	postag	d--------	g--------
0085-006	909	4	ἐμοί	postag	p1s---cd-	p-s---md-
0085-006	910	2	μοῖρα	form	μοῖρα	Μοῖρα
0085-006	910	3	τούτων	postag	p-p---ng-	a-p---ng-
0085-006	910	10	[0]	lemma	_	/
0085-006	911	1	καὶ	postag	d--------	c--------
0085-006	911	3	τοίνυν	postag	d--------	g--------
0085-006	911	4	μοῖρ’	form	μοῖρ’	Μοῖρ’
0085-006	912	1	οὐδὲν	postag	p-s---na-	a-s---na-
0085-006	912	1	οὐδὲν	relation	ADV	AuxZ
0085-006	913	2	γάρ	postag	d--------	g--------
0085-006	913	3	μ’	postag	p1s---ca-	p-s---ma-
0085-006	914	2	σ’	postag	p2s---ca-	p-s---ma-
0085-006	915	1	αἰκῶς	lemma	ἀεικής	ἀικής
0085-006	916	2	δῆθ’	relation	AuxZ	AuxY
0085-006	916	9	[0]	lemma	_	/
0085-006	917	2	σοι	postag	p2s---cd-	p-s---fd-
0085-006	917	3	τοῦτ’	postag	p-s---na-	a-s---na-
0085-006	918	1	μὴ	postag	d--------	c--------
0085-006	918	1	μὴ	head	3	2
0085-006	918	2	ἀλλ’	postag	b--------	d--------
0085-006	918	3	εἴφ’	lemma	λέγω	εἶπον
0085-006	918	4	ὁμοίως	relation	ADV	AuxY
0085-006	918	5	καὶ	postag	d--------	c--------
0085-006	920	8	[0]	lemma	_	/
0085-006	921	2	δέ	postag	d--------	g--------
0085-006	921	3	γ’	postag	d--------	g--------
0085-006	921	3	γ’	head	5	2
0085-006	923	1	σύ	postag	p2s---cn-	p-s---fn-
0085-006	923	2	τοι	postag	d--------	g--------
0085-006	923	3	σεαυτήν	postag	p2s---fa-	p-s---fa-
0085-006	923	6	ἐγώ	postag	p1s---cn-	p-s---mn-
0085-006	925	4	δὲ	postag	b--------	g--------
0085-006	927	2	γὰρ	postag	d--------	g--------
0085-006	929	2	κάρτα	relation	ADV	AuxZ
0085-006	929	8	[0]	lemma	_	/
0085-006	930	1	ἔκανες	postag	d--------	v2saia---
0085-006	930	6	καὶ	postag	b--------	c--------
0085-006	930	8	μὴ	postag	d--------	c--------
0085-006	930	9	χρεὼν	postag	n-s---nn-	x--------
0085-006	930	12	[0]	lemma	_	/
0085-006	931	2	μὲν	postag	d--------	g--------
0085-006	931	3	οὖν	postag	d--------	g--------
0085-006	931	3	οὖν	relation	AuxY	AuxZ
0085-006	931	3	οὖν	head	1	2
0085-006	931	4	καὶ	postag	b--------	c--------
0085-006	932-934	2	δὲ	postag	d--------	g--------
0085-006	932-934	9	τοῦθ’	postag	p-s---na-	a-s---na-
0085-006	932-934	9	τοῦθ’	relation	OBJ	OBJ_AP
0085-006	932-934	9	τοῦθ’	head	11	12
0085-006	932-934	10	ὅμως	postag	d--------	c--------
0085-006	932-934	12	,	relation	AuxX	APOS
0085-006	932-934	12	,	head	0	11
0085-006	932-934	15	μὴ	postag	d--------	g--------
0085-006	932-934	16	πανώλεθρον	relation	ADV	ATV
0085-006	932-934	17	πεσεῖν	relation	APOS	OBJ_AP
0085-006	932-934	17	πεσεῖν	head	9	12
0085-006	935-936	2	μὲν	postag	d--------	g--------
0085-006	935-936	3	δίκα	relation	SBJ	SBJ_AP
0085-006	935-936	3	δίκα	head	1	6
0085-006	935-936	6	,	relation	AuxX	APOS
0085-006	935-936	6	,	head	0	1
0085-006	935-936	8	ποινά	relation	APOS	SBJ_AP
0085-006	935-936	8	ποινά	head	3	6
0085-006	937-938	2	δ’	postag	d--------	g--------
0085-006	937-938	8	λέων	relation	SBJ	SBJ_AP
0085-006	937-938	8	λέων	head	1	9
0085-006	937-938	9	,	relation	AuxX	APOS
0085-006	937-938	9	,	head	0	1
0085-006	937-938	11	Ἄρης	relation	APOS	SBJ_AP
0085-006	937-938	11	Ἄρης	head	8	9
0085-006	939-941	1	ἔλασε	relation	PRED	PRED_CO
0085-006	939-941	1	ἔλασε	head	0	2
0085-006	939-941	2	δ’	postag	d--------	g--------
0085-006	939-941	2	δ’	relation	AuxY	COORD
0085-006	939-941	2	δ’	head	1	0
0085-006	939-941	4	τὸ	postag	l-s---na-	p-s---na-
0085-006	942-945	2	ὦ	relation	AuxZ	ExD
0085-006	942-945	6	κακῶν	relation	ATR_CO	ATR_AP_CO
0085-006	942-945	7	καὶ	postag	b--------	c--------
0085-006	942-945	7	καὶ	head	5	13
0085-006	942-945	9	τριβᾶς	relation	ATR_CO	ATR_AP_CO
0085-006	942-945	13	,	relation	AuxX	APOS
0085-006	942-945	13	,	head	0	5
0085-006	942-945	15	τύχας	relation	APOS	ATR_AP
0085-006	942-945	15	τύχας	head	7	13
0085-007	1	2	μὲν	postag	d--------	g--------
0085-007	1	9	γαῖαν	form	γαῖαν	Γαῖαν
0085-007	1	9	γαῖαν	lemma	γῆ	γαῖα
0085-007	1	2	δὲ	postag	d--------	g--------
0085-007	1	2	δὲ	relation	AuxY	COORD
0085-007	1	2	δὲ	head	19	0
0085-007	1	3	τῆς	postag	l-s---fg-	p-s---fg-
0085-007	1	4	θέμιν	form	θέμιν	Θέμιν
0085-007	1	7	δὴ	postag	d--------	g--------
0085-007	1	7	δὴ	relation	AuxY	AuxZ
0085-007	1	10	δευτέρα	relation	ADV	ATV
0085-007	1	15	ὡς	postag	c--------	d--------
0085-007	1	17	τις	postag	p-s---cn-	p-s---mn-
0085-007	1	19	[0]	lemma	_	/
0085-007	1	19	[0]	relation	PRED	PRED_CO
0085-007	1	19	[0]	head	0	2
0085-007	1	20	[1]	lemma	_	/
0085-007	1	2	δὲ	postag	d--------	g--------
0085-007	1	2	δὲ	relation	AuxY	COORD
0085-007	1	2	δὲ	head	19	0
0085-007	1	9	οὐ	lemma	οὐ	οὐδός
0085-007	1	9	οὐ	postag	d--------	n-s---mv-
0085-007	1	10	δὲ	postag	b--------	g--------
0085-007	1	13	τινός	postag	p-s---cg-	p-s---mg-
0085-007	1	16	ἄλλη	postag	p-s---fn-	a-s---fn-
0085-007	1	17	παῖς	postag	n-s---cn-	n-s---fn-
0085-007	1	17	παῖς	relation	SBJ	SBJ_AP
0085-007	1	17	παῖς	head	19	20
0085-007	1	18	χθονὸς	form	χθονὸς	Χθονὸς
0085-007	1	19	καθέζετο	postag	v3saim---	v3saia---
0085-007	1	19	καθέζετο	relation	PRED	PRED_CO
0085-007	1	19	καθέζετο	head	0	2
0085-007	1	20	,	relation	AuxX	APOS
0085-007	1	20	,	head	0	19
0085-007	1	21	φοίβη	form	φοίβη	Φοίβη
0085-007	1	21	φοίβη	relation	APOS	SBJ_AP
0085-007	1	21	φοίβη	head	17	20
0085-007	1	1	δίδωσι	relation	PRED	PRED_CO
0085-007	1	1	δίδωσι	head	0	2
0085-007	1	2	δ’	postag	d--------	g--------
0085-007	1	2	δ’	relation	AuxY	COORD
0085-007	1	2	δ’	head	1	0
0085-007	1	5	δόσιν	relation	ADV	AtvV
0085-007	1	2	φοίβης	form	φοίβης	Φοίβης
0085-007	1	3	δ’	postag	b--------	g--------
0085-007	1	3	δ’	relation	AuxY	COORD
0085-007	1	3	δ’	head	5	0
0085-007	1	5	ἔχει	relation	PRED	PRED_CO
0085-007	1	5	ἔχει	head	0	3
0085-007	1	2	δὲ	postag	d--------	g--------
0085-007	1	2	δὲ	relation	AuxY	COORD
0085-007	1	2	δὲ	head	18	0
0085-007	1	5	τε	postag	b--------	g--------
0085-007	1	17	γαῖαν	lemma	γῆ	γαῖα
0085-007	1	18	ἦλθε	relation	PRED	PRED_CO
0085-007	1	18	ἦλθε	head	0	2
0085-007	1	20	θ’	postag	b--------	g--------
0085-007	1	2	δ’	postag	d--------	g--------
0085-007	1	3	αὐτὸν	postag	p-s---ma-	a-s---ma-
0085-007	1	4	καὶ	postag	b--------	c--------
0085-007	1	7	κελευθοποιοὶ	relation	ADV	ATV
0085-007	1	8	παῖδες	postag	n-p---cn-	n-p---mn-
0085-007	1	2	δ’	postag	d--------	g--------
0085-007	1	2	δ’	relation	AuxY	COORD
0085-007	1	2	δ’	head	5	0
0085-007	1	3	αὐτὸν	postag	p-s---ma-	a-s---ma-
0085-007	1	5	τιμαλφεῖ	relation	PRED	PRED_CO
0085-007	1	5	τιμαλφεῖ	head	0	2
0085-007	1	8	δελφός	form	δελφός	Δελφός
0085-007	1	8	δελφός	relation	SBJ_CO	SBJ_AP_CO
0085-007	1	8	δελφός	head	9	15
0085-007	1	9	τε	postag	b--------	g--------
0085-007	1	12	πρυμνήτης	postag	a-s---mn-	n-s---mn-
0085-007	1	13	ἄναξ	relation	APOS	SBJ_AP_CO
0085-007	1	13	ἄναξ	head	8	15
0085-007	1	2	δέ	postag	d--------	g--------
0085-007	1	2	δέ	relation	AuxY	COORD
0085-007	1	2	δέ	head	8	0
0085-007	1	4	Ζεὺς	lemma	Ζεύς	ζεύς
0085-007	1	8	ἵζει	relation	PRED	PRED_CO
0085-007	1	8	ἵζει	head	0	2
0085-007	1	11	μάντιν	relation	ADV	AtvV
0085-007	1	3	δ’	postag	b--------	g--------
0085-007	1	1	τούτους	postag	p-p---ma-	a-p---ma-
0085-007	1	1	Παλλὰς	lemma	Παλλάς	παλλάς
0085-007	1	3	δ’	postag	b--------	g--------
0085-007	1	1	σέβω	relation	PRED	PRED_CO
0085-007	1	1	σέβω	head	0	2
0085-007	1	2	δὲ	postag	d--------	g--------
0085-007	1	2	δὲ	relation	AuxY	COORD
0085-007	1	2	δὲ	head	1	0
0085-007	1	15	[0]	lemma	_	/
0085-007	1	1	βρόμιος	form	βρόμιος	Βρόμιος
0085-007	1	6	οὐ	lemma	οὐ	οὐδός
0085-007	1	6	οὐ	postag	d--------	n-s---mv-
0085-007	1	7	δ’	postag	b--------	g--------
0085-007	1	16	λαγὼ	lemma	λαγώς	λαγῶς
0085-007	1	2	τε	postag	b--------	g--------
0085-007	1	4	καὶ	postag	b--------	c--------
0085-007	1	8	καὶ	postag	b--------	c--------
0085-007	1	10	ὕψιστον	relation	ADV	ATV
0085-007	1	13	ἔπειτα	relation	ADV	AuxY
0085-007	1	14	μάντις	relation	ADV	AtvV
0085-007	1	1	καὶ	postag	d--------	c--------
0085-007	1	4	με	postag	p1s---ca-	p-s---fa-
0085-007	1	8	μακρῷ	relation	ADV	AuxZ
0085-007	1	9	ἄριστα	lemma	ἀγαθός	ἄριστος
0085-007	1	9	ἄριστα	postag	a-p---nas	a-p---na-
0085-007	1	1	κεἰ	relation	AuxC	AuxP
0085-007	1	4	τινές	postag	p-p---cn-	p-p---mn-
0085-007	1	10	ὡς	postag	c--------	d--------
0085-007	1	2	γὰρ	postag	d--------	g--------
0085-007	1	3	ὡς	postag	c--------	d--------
0085-007	1	4	ἂν	postag	d--------	g--------
0085-007	34	6	δ’	postag	b--------	g--------
0085-007	34	11	μ’	postag	p1s---ca-	p-s---fa-
0085-007	34	19	μήτε	postag	d--------	g--------
0085-007	34	21	μήτε	postag	b--------	g--------
0085-007	34	22	μ’	postag	p1s---ca-	p-s---ma-
0085-007	34	27	δὲ	postag	b--------	g--------
0085-007	34	2	γὰρ	postag	d--------	g--------
0085-007	34	4	οὐδέν	postag	p-s---nn-	a-s---nn-
0085-007	34	7	μὲν	postag	d--------	g--------
0085-007	34	8	οὖν	postag	d--------	g--------
0085-007	34	8	οὖν	relation	AuxY	AuxZ
0085-007	34	8	οὖν	head	11	7
0085-007	34	10	[0]	lemma	_	/
0085-007	34	11	[1]	lemma	_	/
0085-007	34	1	ἐγὼ	postag	p1s---cn-	p-s---fn-
0085-007	34	2	μὲν	postag	d--------	g--------
0085-007	34	2	δ’	postag	d--------	g--------
0085-007	34	5	μὲν	postag	d--------	g--------
0085-007	34	9	ἔχοντα	relation	ADV	ATV
0085-007	34	13	στάζοντα	relation	ADV_CO	ATV_CO
0085-007	34	15	καὶ	postag	b--------	c--------
0085-007	34	18	ἔχοντ’	relation	ADV_CO	ATV_CO
0085-007	34	20	θ’	postag	b--------	g--------
0085-007	34	24	λήνει	relation	OBJ	OBJ_AP
0085-007	34	24	λήνει	head	27	28
0085-007	34	28	,	relation	AuxX	APOS
0085-007	34	28	,	head	0	27
0085-007	34	29	ἀργῆτι	postag	a-s---md-	n-s---md-
0085-007	34	30	μαλλῷ	relation	APOS	OBJ_AP
0085-007	34	30	μαλλῷ	head	24	28
0085-007	34	2	γὰρ	postag	d--------	g--------
0085-007	34	4	ἐρῶ	lemma	λέγω	ἐρῶ
0085-007	34	2	δὲ	postag	d--------	g--------
0085-007	34	11	ἥμενος	postag	v-srpemn-	v-srp-mn-
0085-007	34	4	ἀλλὰ	postag	b--------	d--------
0085-007	34	8	οὐ	postag	d--------	g--------
0085-007	34	9	δ’	postag	b--------	g--------
0085-007	34	10	αὖτε	relation	ADV	AuxY
0085-007	34	1	εἶδόν	lemma	ὁράω	εἶδον
0085-007	34	2	ποτ’	postag	d--------	g--------
0085-007	34	3	ἤδη	relation	ADV	AuxZ
0085-007	34	5	γεγραμμένας	relation	ADV	ATV
0085-007	34	1	ἄπτεροί	head	7	14
0085-007	34	2	γε	postag	d--------	g--------
0085-007	34	3	μὴν	postag	d--------	g--------
0085-007	34	4	ἰδεῖν	lemma	ὁράω	εἶδον
0085-007	34	5	αὗται	postag	p-p---fn-	a-p---fn-
0085-007	34	6	,	head	7	14
0085-007	34	7	μέλαιναι	relation	PNOM	PNOM_CO
0085-007	34	7	μέλαιναι	head	15	14
0085-007	34	8	δ’	postag	b--------	g--------
0085-007	34	8	δ’	head	7	14
0085-007	34	12	βδελύκτροποι	head	7	14
0085-007	34	14	[1]	lemma	_	/
0085-007	34	14	[1]	relation	AuxY	COORD
0085-007	34	14	[1]	head	7	15
0085-007	34	15	[0]	lemma	_	/
0085-007	34	1	ῥέγκουσι	relation	PRED	PRED_CO
0085-007	34	1	ῥέγκουσι	head	0	2
0085-007	34	2	δ’	postag	d--------	g--------
0085-007	34	2	δ’	relation	AuxY	COORD
0085-007	34	2	δ’	head	1	0
0085-007	34	2	δ’	postag	d--------	g--------
0085-007	34	2	δ’	relation	AuxY	COORD
0085-007	34	2	δ’	head	4	0
0085-007	34	4	λείβουσι	relation	PRED	PRED_CO
0085-007	34	4	λείβουσι	head	0	2
0085-007	34	1	καὶ	postag	d--------	c--------
0085-007	34	1	καὶ	relation	AuxY	COORD
0085-007	34	1	καὶ	head	16	0
0085-007	34	4	τε	postag	b--------	g--------
0085-007	34	11	τ’	postag	b--------	g--------
0085-007	34	16	[0]	lemma	_	/
0085-007	34	16	[0]	relation	PRED	PRED_CO
0085-007	34	16	[0]	head	0	1
0085-007	34	7	οὐ	postag	d--------	g--------
0085-007	34	8	δ’	postag	b--------	g--------
0085-007	34	11	τοῦτ’	postag	p-s---na-	a-s---na-
0085-007	34	14	τρέφουσ’	relation	ADV	ATV
0085-007	34	16	μὴ	postag	d--------	g--------
0085-007	34	4	δεσπότῃ	relation	OBJ	OBJ_AP
0085-007	34	4	δεσπότῃ	head	7	11
0085-007	34	6	αὐτῷ	postag	p-s---md-	a-s---md-
0085-007	34	6	αὐτῷ	relation	ADV	ATV
0085-007	34	8	Λοξίᾳ	relation	APOS	OBJ_AP
0085-007	34	8	Λοξίᾳ	head	4	11
0085-007	34	2	δ’	postag	d--------	g--------
0085-007	34	4	καὶ	postag	b--------	c--------
