SentID	Subdoc	Speaker
310	608	Ἰώ
311	609-611	Προμηθεύς
312	612	Προμηθεύς
313	613-614	Ἰώ
314	615	Προμηθεύς
315	616	Ἰώ
316	617	Προμηθεύς
317	617	Προμηθεύς
318	618	Ἰώ
319	619	Προμηθεύς
320	620	Ἰώ
321	621	Προμηθεύς
322	622-623	Ἰώ
323	624	Προμηθεύς
324	625	Ἰώ
325	626	Προμηθεύς
326	627	Ἰώ
327	628	Προμηθεύς
328	629	Ἰώ
329	630	Προμηθεύς
330	630	Προμηθεύς
331	631	Χορός
332	631	Χορός
333	632-633	Χορός
334	634	Χορός
335	635-636	Προμηθεύς
336	637-639	Προμηθεύς
337	640-642	Ἰώ
338	642-644	Ἰώ
339	645-649	Ἰώ
340	649-651	Ἰώ
341	651-654	Ἰώ
342	655-657	Ἰώ
343	658-660	Ἰώ
344	661-662	Ἰώ
345	663-666	Ἰώ
346	667-668	Ἰώ
347	669-671	Ἰώ
348	671-672	Ἰώ
349	673-677	Ἰώ
350	677-679	Ἰώ
351	680-681	Ἰώ
352	681-682	Ἰώ
353	683	Ἰώ
354	683-684	Ἰώ
355	684-685	Ἰώ
356	685-686	Ἰώ
357	687	Χορός
358	688-692	Χορός
359	693-695	Χορός
360	696	Προμηθεύς
361	697	Προμηθεύς
362	698	Χορός
363	698-699	Χορός
364	700-701	Προμηθεύς
365	701-702	Προμηθεύς
366	703-704	Προμηθεύς
367	705-706	Προμηθεύς
368	707-708	Προμηθεύς
369	709-711	Προμηθεύς
370	712-713	Προμηθεύς
371	714-715	Προμηθεύς
372	716	Προμηθεύς
373	717-721	Προμηθεύς
374	721-727	Προμηθεύς
375	728	Προμηθεύς
376	729-731	Προμηθεύς
377	732-734	Προμηθεύς
378	734-735	Προμηθεύς
379	735-737	Προμηθεύς
380	737-738	Προμηθεύς
381	739-740	Προμηθεύς
382	740-741	Προμηθεύς
383	742	Ἰώ
384	743	Προμηθεύς
385	743-744	Προμηθεύς
386	745	Χορός
387	746	Προμηθεύς
388	747-750	Ἰώ
389	750-751	Ἰώ
390	752-753	Προμηθεύς
391	754	Προμηθεύς
392	755-756	Προμηθεύς
393	757	Ἰώ
394	758	Προμηθεύς
395	759	Ἰώ
396	760	Προμηθεύς
397	761	Ἰώ
398	762	Προμηθεύς
399	763	Ἰώ
400	763	Ἰώ
401	764	Προμηθεύς
402	765	Ἰώ
403	765	Ἰώ
404	766	Προμηθεύς
405	766	Προμηθεύς
406	767	Ἰώ
407	768	Προμηθεύς
408	769	Ἰώ
409	770	Προμηθεύς
410	771	Ἰώ
411	772	Προμηθεύς
412	773	Ἰώ
413	773	Ἰώ
414	774	Προμηθεύς
415	775	Ἰώ
416	776	Προμηθεύς
417	777	Ἰώ
418	778	Προμηθεύς
419	779	Ἰώ
420	779	Ἰώ
421	780	Προμηθεύς
422	780-781	Προμηθεύς
423	782-783	Χορός
424	784-785	Χορός
425	785	Χορός
426	786-787	Προμηθεύς
427	788-789	Προμηθεύς
428	790-797	Προμηθεύς
429	798-800	Προμηθεύς
430	801	Προμηθεύς
431	802	Προμηθεύς
432	803-806	Προμηθεύς
433	807	Προμηθεύς
434	807-809	Προμηθεύς
435	810-812	Προμηθεύς
436	813-815	Προμηθεύς
437	816-817	Προμηθεύς
438	818	Προμηθεύς
439	819-821	Χορός
440	821-822	Χορός
441	823	Προμηθεύς
442	824-826	Προμηθεύς
443	827-828	Προμηθεύς
444	829-835	Προμηθεύς
445	835	Προμηθεύς
446	836-838	Προμηθεύς
447	839-841	Προμηθεύς
448	842-843	Προμηθεύς
449	844-845	Προμηθεύς
450	846-847	Προμηθεύς
451	848-849	Προμηθεύς
452	850-852	Προμηθεύς
453	853-856	Προμηθεύς
454	856-859	Προμηθεύς
455	860-861	Προμηθεύς
456	862-863	Προμηθεύς
457	864	Προμηθεύς
458	865-867	Προμηθεύς
459	867-868	Προμηθεύς
460	869	Προμηθεύς
461	870	Προμηθεύς
462	871-873	Προμηθεύς
463	873-874	Προμηθεύς
464	875-876	Προμηθεύς
465	877-880	Ἰώ
466	881	Ἰώ
467	882-884	Ἰώ
468	885-886	Ἰώ
469	887-893	Χορός
470	894-896	Χορός
471	897	Χορός
472	898-900	Χορός
473	901-902	Χορός
474	902	Χορός
475	902-903	Χορός
476	904	Χορός
477	905	Χορός
478	906-906b	Χορός
479	907-910	Προμηθεύς
480	910-912	Προμηθεύς
481	913-914	Προμηθεύς
482	915	Προμηθεύς
483	915-917	Προμηθεύς
484	918-919	Προμηθεύς
485	920-921	Προμηθεύς
486	922-923	Προμηθεύς
487	924-925	Προμηθεύς
488	926-927	Προμηθεύς
489	928	Χορός
490	929	Προμηθεύς
491	930	Χορός
492	931	Προμηθεύς
493	932	Χορός
494	933	Προμηθεύς
495	934	Χορός
496	935	Προμηθεύς
497	935	Προμηθεύς
498	936	Χορός
499	937	Προμηθεύς
500	938	Προμηθεύς
501	939-940	Προμηθεύς
502	940	Προμηθεύς
503	941-942	Προμηθεύς
504	943	Προμηθεύς
505	944-946	Ἑρμῆς
506	947-948	Ἑρμῆς
507	949-950	Ἑρμῆς
508	950-951	Ἑρμῆς
509	951-952	Ἑρμῆς
510	953-954	Προμηθεύς
511	955-956	Προμηθεύς
512	956-957	Προμηθεύς
513	958-959	Προμηθεύς
514	959-960	Προμηθεύς
515	961	Προμηθεύς
516	961-962	Προμηθεύς
517	963	Προμηθεύς
518	964-965	Ἑρμῆς
519	966-967	Προμηθεύς
520	968-969	Ἑρμῆς
521	970	Προμηθεύς
522	971	Ἑρμῆς
523	972	Προμηθεύς
524	972-973	Προμηθεύς
525	973	Προμηθεύς
526	974	Ἑρμῆς
527	975-976	Προμηθεύς
528	977	Ἑρμῆς
529	978	Προμηθεύς
530	979	Ἑρμῆς
531	980	Προμηθεύς
532	980	Προμηθεύς
533	980	Προμηθεύς
534	981	Προμηθεύς
535	982	Ἑρμῆς
536	983	Προμηθεύς
537	984	Ἑρμῆς
538	985	Προμηθεύς
539	986	Ἑρμῆς
540	987-988	Προμηθεύς
541	989-991	Προμηθεύς
542	992-994	Προμηθεύς
543	995-996	Προμηθεύς
544	997	Ἑρμῆς
545	998	Προμηθεύς
546	999-1000	Ἑρμῆς
547	1001	Προμηθεύς
548	1002-1006	Προμηθεύς
549	1006	Προμηθεύς
550	1007	Ἑρμῆς
551	1008-1009	Ἑρμῆς
552	1009-1010	Ἑρμῆς
553	1011	Ἑρμῆς
554	1012-1013	Ἑρμῆς
555	1014-1016	Ἑρμῆς
556	1016-1019	Ἑρμῆς
557	1020-1021	Ἑρμῆς
558	1021-1025	Ἑρμῆς
559	1026-1029	Ἑρμῆς
560	1030	Ἑρμῆς
561	1030-1031	Ἑρμῆς
562	1032-1033	Ἑρμῆς
563	1033-1035	Ἑρμῆς
564	1036-1037	Χορός
565	1037-1038	Χορός
566	1039	Χορός
567	1039	Χορός
568	1040-1041	Προμηθεύς
569	1041-1042	Προμηθεύς
570	1043-1046	Προμηθεύς
571	1046-1050	Προμηθεύς
572	1050-1052	Προμηθεύς
573	1053	Προμηθεύς
574	1054-1055	Ἑρμῆς
575	1056-1057	Ἑρμῆς
576	1057	Ἑρμῆς
577	1058-1062	Ἑρμῆς
578	1063-1064	Χορός
579	1064-1065	Χορός
580	1066	Χορός
581	1067	Χορός
582	1068-1070	Χορός
583	1071-1075	Ἑρμῆς
584	1075-1076	Ἑρμῆς
585	1076-1079	Ἑρμῆς
586	1080-1081	Προμηθεύς
587	1082-1085	Προμηθεύς
588	1085-1087	Προμηθεύς
589	1088	Προμηθεύς
590	1089-1090	Προμηθεύς
591	1091-1093	Προμηθεύς
