SentID	Subdoc	Speaker
345	655	Χορός
346	656	Χορός
347	657	Ἀπόλλων
348	658-659	Ἀπόλλων
349	660-661	Ἀπόλλων
350	662	Ἀπόλλων
351	663	Ἀπόλλων
352	663-666	Ἀπόλλων
353	667-673	Ἀπόλλων
354	674-675	Ἀθηνᾶ
355	676	Χορός
356	677	Χορός
357	678	Ἀθηνᾶ
358	678	Ἀθηνᾶ
359	679-680	Ἀπόλλων
360	681-682	Ἀθηνᾶ
361	683-684	Ἀθηνᾶ
362	685-690	Ἀθηνᾶ
363	690-694	Ἀθηνᾶ
364	694-695	Ἀθηνᾶ
365	696-698	Ἀθηνᾶ
366	699	Ἀθηνᾶ
367	700-703	Ἀθηνᾶ
368	704-706	Ἀθηνᾶ
369	707-708	Ἀθηνᾶ
370	708-710	Ἀθηνᾶ
371	710	Ἀθηνᾶ
372	711-712	Χορός
373	713-714	Ἀπόλλων
374	715-716	Χορός
375	717-718	Ἀπόλλων
376	719	Χορός
377	719-720	Χορός
378	721-722	Ἀπόλλων
379	722	Ἀπόλλων
380	723	Χορός
381	724	Χορός
382	725-726	Ἀπόλλων
383	727-728	Χορός
384	729-730	Ἀπόλλων
385	731-733	Χορός
386	734	Ἀθηνᾶ
387	735	Ἀθηνᾶ
388	736-738	Ἀθηνᾶ
389	739-740	Ἀθηνᾶ
390	741	Ἀθηνᾶ
391	742-743	Ἀθηνᾶ
392	744	Ὀρέστης
393	745	Χορός
394	746	Ὀρέστης
395	747	Χορός
396	748-749	Ἀπόλλων
397	750-751	Ἀπόλλων
398	752	Ἀθηνᾶ
399	753	Ἀθηνᾶ
400	754	Ὀρέστης
401	755-756	Ὀρέστης
402	756-761	Ὀρέστης
403	762-766	Ὀρέστης
404	767-771	Ὀρέστης
405	772-774	Ὀρέστης
406	775	Ὀρέστης
407	776-777	Ὀρέστης
408	778-779	Χορός
409	780-784	Χορός
410	784-787	Χορός
411	788	Χορός
412	788	Χορός
413	789	Χορός
414	790	Χορός
415	791-792	Χορός
