SentID	Subdoc	Speaker
1	1-3	Ἀντιγόνη
2	4-6	Ἀντιγόνη
3	7-8	Ἀντιγόνη
4	9-9	Ἀντιγόνη
5	9-10	Ἀντιγόνη
6	11-14	Ἰσμήνη
7	15-17	Ἰσμήνη
8	18-19	Ἀντιγόνη
9	20-20	Ἰσμήνη
10	20-20	Ἰσμήνη
11	21-22	Ἀντιγόνη
12	23-25	Ἀντιγόνη
13	26-30	Ἀντιγόνη
14	31-36	Ἀντιγόνη
15	37-38	Ἀντιγόνη
16	39-40	Ἰσμήνη
17	41-41	Ἀντιγόνη
18	42-42	Ἰσμήνη
19	42-42	Ἰσμήνη
20	43-43	Ἀντιγόνη
21	44-44	Ἰσμήνη
22	45-46	Ἀντιγόνη
23	46-46	Ἀντιγόνη
24	47-47	Ἰσμήνη
25	48-48	Ἀντιγόνη
26	49-49	Ἰσμήνη
27	49-52	Ἰσμήνη
28	53-54	Ἰσμήνη
29	55-57	Ἰσμήνη
30	58-60	Ἰσμήνη
31	61-62	Ἰσμήνη
32	63-64	Ἰσμήνη
33	65-67	Ἰσμήνη
34	67-68	Ἰσμήνη
35	69-70	Ἀντιγόνη
36	71-72	Ἀντιγόνη
37	72-72	Ἀντιγόνη
38	73-74	Ἀντιγόνη
39	74-75	Ἀντιγόνη
40	76-76	Ἀντιγόνη
41	76-77	Ἀντιγόνη
42	78-79	Ἰσμήνη
43	80-80	Ἀντιγόνη
44	80-81	Ἀντιγόνη
45	82-82	Ἰσμήνη
46	83-83	Ἀντιγόνη
47	83-83	Ἀντιγόνη
48	84-85	Ἰσμήνη
49	86-86	Ἀντιγόνη
50	86-87	Ἀντιγόνη
51	88-88	Ἰσμήνη
52	89-89	Ἀντιγόνη
53	90-90	Ἰσμήνη
54	90-90	Ἰσμήνη
55	91-91	Ἀντιγόνη
56	92-92	Ἰσμήνη
57	93-94	Ἀντιγόνη
58	95-96	Ἀντιγόνη
59	96-97	Ἀντιγόνη
60	98-98	Ἰσμήνη
61	98-99	Ἰσμήνη
62	100-107	Χορός
63	110-116	Χορός
64	117-117	Χορός
65	118-121	Χορός
66	121-125	Χορός
67	126-133	Χορός
68	134-137	Χορός
69	138-140	Χορός
70	141-147	Χορός
71	148-154	Χορός
72	155-161.1	Χορός
73	162-163	Κρέων
74	164-169	Κρέων
75	170-174	Κρέων
76	175-177	Κρέων
77	178-181	Κρέων
78	182-183	Κρέων
79	184-190	Κρέων
80	191-193	Κρέων
81	194-197	Κρέων
82	198-206	Κρέων
83	207-208	Κρέων
84	209-210	Κρέων
85	211-212	Χορός
86	213-214	Χορός
87	215-215	Κρέων
88	216-216	Χορός
89	217-217	Κρέων
90	218-218	Χορός
91	219-219	Κρέων
92	220-220	Χορός
93	221-221	Κρέων
94	221-222	Κρέων
95	223-224	Φύλαξ
96	225-226	Φύλαξ
97	227-227	Φύλαξ
98	228-228	Φύλαξ
99	229-229	Φύλαξ
100	229-230	Φύλαξ
101	230-230	Φύλαξ
102	231-231	Φύλαξ
103	232-232	Φύλαξ
104	233-234	Φύλαξ
105	234-234	Φύλαξ
106	235-236	Φύλαξ
107	237-237	Κρέων
108	238-238	Φύλαξ
109	238-240	Φύλαξ
110	241-242	Κρέων
111	242-242	Κρέων
112	243-243	Φύλαξ
113	244-244	Κρέων
114	245-245	Φύλαξ
115	245-247	Φύλαξ
116	248-248	Κρέων
117	248-248	Κρέων
118	249-249	Φύλαξ
119	249-250	Φύλαξ
120	250-252	Φύλαξ
121	253-254	Φύλαξ
122	255-258	Φύλαξ
123	259-261	Φύλαξ
124	262-263	Φύλαξ
125	264-267	Φύλαξ
126	268-270	Φύλαξ
127	270-272	Φύλαξ
128	272-273	Φύλαξ
129	274-275	Φύλαξ
130	276-276	Φύλαξ
131	277-277	Φύλαξ
132	278-279	Χορός
133	280-281	Κρέων
134	282-283	Κρέων
135	284-287	Κρέων
136	288-288	Κρέων
137	289-289	Κρέων
138	289-292	Κρέων
139	293-294	Κρέων
140	295-296	Κρέων
141	296-297	Κρέων
142	298-299	Κρέων
143	300-301	Κρέων
144	302-303	Κρέων
145	304-305	Κρέων
146	306-312	Κρέων
147	313-314	Κρέων
148	315-315	Φύλαξ
149	316-316	Κρέων
150	317-317	Φύλαξ
151	318-318	Κρέων
152	319-319	Φύλαξ
153	320-320	Κρέων
154	321-321	Φύλαξ
155	322-322	Κρέων
156	323-323	Φύλαξ
157	324-324	Φύλαξ
158	325-325	Κρέων
159	325-326	Κρέων
160	327-327	Φύλαξ
161	327-329	Φύλαξ
162	330-331	Φύλαξ
163	332-332	Χορός
164	335-337	Χορός
165	338-340	Χορός
166	341-347	Χορός
167	348-352	Χορός
168	355-358	Χορός
169	358-360	Χορός
