SentID	Subdoc	Speaker
170	360-360	Χορός
171	361-361	Χορός
172	365-370	Χορός
173	370-371	Χορός
174	371-375	Χορός
175	376-377	Χορός
176	377-378	Χορός
177	379-381	Χορός
178	381-383	Χορός
179	384-384	Φύλαξ
180	385-385	Φύλαξ
181	385-385	Φύλαξ
182	386-386	Χορός
183	387-387	Κρέων
184	387-387	Κρέων
185	388-388	Φύλαξ
186	389-389	Φύλαξ
187	389-396	Φύλαξ
188	396-397	Φύλαξ
189	398-399	Φύλαξ
190	399-400	Φύλαξ
191	401-401	Κρέων
192	402-402	Φύλαξ
193	402-402	Φύλαξ
194	403-403	Κρέων
195	404-405	Φύλαξ
196	405-405	Φύλαξ
197	406-406	Κρέων
198	407-407	Φύλαξ
199	407-414	Φύλαξ
200	415-417	Φύλαξ
201	417-421	Φύλαξ
202	421-421	Φύλαξ
203	422-425	Φύλαξ
204	426-428	Φύλαξ
205	429-431	Φύλαξ
206	432-435	Φύλαξ
207	435-436	Φύλαξ
208	437-439	Φύλαξ
209	439-440	Φύλαξ
210	441-442	Κρέων
211	443-443	Ἀντιγόνη
212	444-445	Κρέων
213	446-447	Κρέων
214	448-448	Ἀντιγόνη
215	448-448	Ἀντιγόνη
216	448-448	Ἀντιγόνη
217	449-449	Κρέων
218	450-452	Ἀντιγόνη
219	453-455	Ἀντιγόνη
220	456-457	Ἀντιγόνη
221	458-460	Ἀντιγόνη
222	460-460	Ἀντιγόνη
223	461-461	Ἀντιγόνη
224	461-462	Ἀντιγόνη
225	463-464	Ἀντιγόνη
226	465-466	Ἀντιγόνη
227	466-468	Ἀντιγόνη
228	468-468	Ἀντιγόνη
229	469-470	Ἀντιγόνη
230	471-472	Χορός
231	472-472	Χορός
232	473-476	Κρέων
233	477-478	Κρέων
234	478-479	Κρέων
235	480-481	Κρέων
236	482-483	Κρέων
237	484-485	Κρέων
238	486-489	Κρέων
239	489-490	Κρέων
240	491-491	Κρέων
241	491-492	Κρέων
242	493-494	Κρέων
243	495-496	Κρέων
244	497-497	Ἀντιγόνη
245	498-498	Κρέων
246	498-498	Κρέων
247	499-499	Ἀντιγόνη
248	499-500	Ἀντιγόνη
249	501-501	Ἀντιγόνη
250	502-504	Ἀντιγόνη
251	504-505	Ἀντιγόνη
252	506-507	Ἀντιγόνη
253	508-508	Κρέων
254	509-509	Ἀντιγόνη
255	510-510	Κρέων
256	511-511	Ἀντιγόνη
257	512-512	Κρέων
258	513-513	Ἀντιγόνη
259	514-514	Κρέων
260	515-515	Ἀντιγόνη
261	516-516	Κρέων
262	517-517	Ἀντιγόνη
263	518-518	Κρέων
264	518-518	Κρέων
265	519-519	Ἀντιγόνη
266	520-520	Κρέων
267	521-521	Ἀντιγόνη
268	522-522	Κρέων
269	523-523	Ἀντιγόνη
270	524-525	Κρέων
271	525-525	Κρέων
272	526-527	Χορός
273	528-530	Χορός
274	531-535	Κρέων
275	536-537	Ἰσμήνη
276	538-539	Ἀντιγόνη
277	540-541	Ἰσμήνη
278	542-542	Ἀντιγόνη
279	543-543	Ἀντιγόνη
280	544-545	Ἰσμήνη
281	546-547	Ἀντιγόνη
282	547-547	Ἀντιγόνη
283	548-548	Ἰσμήνη
284	549-549	Ἀντιγόνη
285	549-549	Ἀντιγόνη
286	550-550	Ἰσμήνη
287	551-551	Ἀντιγόνη
288	552-552	Ἰσμήνη
289	553-553	Ἀντιγόνη
290	553-553	Ἀντιγόνη
291	554-554	Ἰσμήνη
292	555-555	Ἀντιγόνη
293	556-556	Ἰσμήνη
294	557-557	Ἀντιγόνη
295	558-558	Ἰσμήνη
296	559-559	Ἀντιγόνη
297	559-560	Ἀντιγόνη
298	561-562	Κρέων
299	563-564	Ἰσμήνη
300	565-565	Κρέων
301	566-566	Ἰσμήνη
302	567-567	Κρέων
303	567-567	Κρέων
304	568-568	Ἰσμήνη
305	569-569	Κρέων
306	570-570	Ἰσμήνη
307	571-571	Κρέων
308	572-572	Ἀντιγόνη
309	573-573	Κρέων
310	574-574	Χορός
311	575-575	Κρέων
312	576-576	Χορός
313	577-577	Κρέων
314	577-578	Κρέων
315	578-579	Κρέων
316	580-581	Κρέων
317	582-582	Χορός
318	583-585	Χορός
319	586-591	Χορός
320	592-597	Χορός
321	597-602	Χορός
322	605-605	Χορός
323	606-610	Χορός
324	611-614	Χορός
325	615-616	Χορός
326	617-620	Χορός
327	620-620	Χορός
328	621-623	Χορός
329	625-625	Χορός
330	626-627	Χορός
331	627-630	Χορός
332	631-631	Κρέων
333	632-633	Κρέων
334	634-634	Κρέων
335	635-636	Αἵμων
336	637-638	Αἵμων
337	639-640	Κρέων
338	641-644	Κρέων
339	645-647	Κρέων
340	648-651	Κρέων
341	651-652	Κρέων
342	653-654	Κρέων
343	655-658	Κρέων
344	658-659	Κρέων
345	659-660	Κρέων
346	661-662	Κρέων
347	663-665	Κρέων
348	666-667	Κρέων
349	668-671	Κρέων
350	672-672	Κρέων
351	673-675	Κρέων
352	675-676	Κρέων
353	677-678	Κρέων
354	679-680	Κρέων
355	681-682	Χορός
356	683-684	Αἵμων
357	685-686	Αἵμων
358	687-687	Αἵμων
359	688-689	Αἵμων
360	690-691	Αἵμων
361	692-695	Αἵμων
362	696-698	Αἵμων
363	699-699	Αἵμων
364	700-700	Αἵμων
365	701-704	Αἵμων
366	705-706	Αἵμων
367	707-709	Αἵμων
368	710-711	Αἵμων
369	712-714	Αἵμων
370	715-717	Αἵμων
371	718-718	Αἵμων
372	719-721	Αἵμων
373	722-723	Αἵμων
374	724-725	Χορός
375	725-725	Χορός
376	726-727	Κρέων
377	728-728	Αἵμων
378	728-729	Αἵμων
379	730-730	Κρέων
380	731-731	Αἵμων
381	732-732	Κρέων
382	733-733	Αἵμων
383	734-734	Κρέων
384	735-735	Αἵμων
385	736-736	Κρέων
386	737-737	Αἵμων
387	738-738	Κρέων
388	739-739	Αἵμων
389	740-740	Κρέων
390	741-741	Αἵμων
391	741-741	Αἵμων
392	742-742	Κρέων
393	743-743	Αἵμων
394	744-744	Κρέων
395	745-745	Αἵμων
396	746-746	Κρέων
397	747-747	Αἵμων
398	748-748	Κρέων
399	749-749	Αἵμων
400	750-750	Κρέων
401	751-751	Αἵμων
402	752-752	Κρέων
403	753-753	Αἵμων
404	754-754	Κρέων
405	755-755	Αἵμων
406	756-756	Κρέων
407	757-757	Αἵμων
408	758-758	Κρέων
409	758-759	Κρέων
410	760-761	Κρέων
411	762-765	Αἵμων
412	766-766	Χορός
413	767-767	Χορός
414	768-768	Κρέων
415	768-768	Κρέων
416	769-769	Κρέων
417	770-770	Χορός
418	771-771	Κρέων
419	771-771	Κρέων
420	772-772	Χορός
421	773-776	Κρέων
422	777-780	Κρέων
423	781-785	Χορός
424	786-790	Χορός
425	790-790	Χορός
426	791-792	Χορός
427	795-800	Χορός
428	800-800	Χορός
429	801-805	Χορός
430	806-810	Ἀντιγόνη
431	810-815	Ἀντιγόνη
432	816-822	Χορός
433	823-831	Ἀντιγόνη
434	831-831	Ἀντιγόνη
435	832-835	Χορός
436	836-837	Χορός
437	838-838	Χορός
438	839-839	Ἀντιγόνη
439	839-840	Ἀντιγόνη
440	841-841	Ἀντιγόνη
441	842-847	Ἀντιγόνη
442	850-851	Ἀντιγόνη
443	852-855	Χορός
444	856-856	Χορός
445	857-860	Ἀντιγόνη
446	861-866	Ἀντιγόνη
447	867-867	Ἀντιγόνη
448	870-871	Ἀντιγόνη
449	872-874	Χορός
450	875-875	Χορός
451	876-877	Ἀντιγόνη
452	877-880	Ἀντιγόνη
453	881-882	Ἀντιγόνη
454	883-884	Κρέων
455	885-885	Κρέων
456	885-888	Κρέων
457	889-890	Κρέων
458	891-894	Ἀντιγόνη
459	895-896	Ἀντιγόνη
460	897-899	Ἀντιγόνη
461	900-902	Ἀντιγόνη
462	902-903	Ἀντιγόνη
463	904-904	Ἀντιγόνη
464	905-907	Ἀντιγόνη
465	908-908	Ἀντιγόνη
466	909-912	Ἀντιγόνη
467	913-915	Ἀντιγόνη
468	916-920	Ἀντιγόνη
469	921-921	Ἀντιγόνη
470	922-923	Ἀντιγόνη
471	923-923	Ἀντιγόνη
472	923-924	Ἀντιγόνη
473	925-926	Ἀντιγόνη
474	927-928	Ἀντιγόνη
475	929-930	Χορός
476	931-932	Κρέων
477	933-934	Ἀντιγόνη
478	935-936	Χορός
479	937-939	Ἀντιγόνη
480	940-943	Ἀντιγόνη
481	944-945	Χορός
482	946-946	Χορός
483	947-950	Χορός
484	951-951	Χορός
485	952-953	Χορός
486	955-957	Χορός
487	958-960	Χορός
488	960-961	Χορός
489	962-965	Χορός
490	966-976	Χορός
491	977-980	Χορός
492	981-986	Χορός
493	986-987	Χορός
494	988-989	Τειρεσίας
495	989-990	Τειρεσίας
496	991-991	Κρέων
497	992-992	Τειρεσίας
498	993-993	Κρέων
499	994-994	Τειρεσίας
500	995-995	Κρέων
501	996-996	Τειρεσίας
502	997-997	Κρέων
503	997-997	Κρέων
504	998-998	Τειρεσίας
505	999-1002	Τειρεσίας
506	1003-1004	Τειρεσίας
507	1004-1004	Τειρεσίας
508	1005-1006	Τειρεσίας
509	1006-1011	Τειρεσίας
510	1012-1013	Τειρεσίας
511	1014-1014	Τειρεσίας
512	1015-1015	Τειρεσίας
513	1016-1018	Τειρεσίας
514	1019-1022	Τειρεσίας
515	1023-1023	Τειρεσίας
516	1023-1024	Τειρεσίας
517	1025-1027	Τειρεσίας
518	1028-1028	Τειρεσίας
519	1029-1030	Τειρεσίας
520	1030-1030	Τειρεσίας
521	1031-1031	Τειρεσίας
522	1031-1032	Τειρεσίας
523	1033-1035	Κρέων
524	1035-1036	Κρέων
525	1037-1039	Κρέων
526	1039-1043	Κρέων
527	1043-1044	Κρέων
528	1045-1047	Κρέων
529	1048-1048	Τειρεσίας
530	1049-1049	Τειρεσίας
531	1050-1050	Κρέων
532	1050-1050	Κρέων
533	1050-1050	Τειρεσίας
534	1051-1051	Κρέων
535	1052-1052	Τειρεσίας
536	1053-1053	Κρέων
537	1054-1054	Τειρεσίας
538	1055-1055	Κρέων
539	1056-1056	Τειρεσίας
540	1057-1057	Κρέων
541	1058-1058	Τειρεσίας
542	1058-1058	Τειρεσίας
543	1059-1059	Κρέων
544	1060-1060	Τειρεσίας
545	1061-1061	Κρέων
546	1062-1062	Τειρεσίας
547	1063-1063	Κρέων
548	1064-1071	Τειρεσίας
549	1072-1073	Τειρεσίας
550	1074-1076	Τειρεσίας
551	1077-1078	Τειρεσίας
552	1078-1079	Τειρεσίας
553	1080-1083	Τειρεσίας
554	1084-1086	Τειρεσίας
555	1087-1090	Τειρεσίας
556	1091-1091	Χορός
557	1092-1094	Χορός
558	1095-1095	Κρέων
559	1096-1097	Κρέων
560	1098-1098	Χορός
561	1099-1099	Κρέων
562	1099-1099	Κρέων
563	1099-1099	Κρέων
564	1100-1101	Χορός
565	1102-1102	Κρέων
566	1103-1103	Χορός
567	1103-1104	Χορός
568	1105-1105	Κρέων
569	1105-1106	Κρέων
570	1106-1106	Κρέων
571	1107-1107	Χορός
572	1108-1108	Κρέων
573	1108-1110	Κρέων
574	1111-1112	Κρέων
575	1113-1114	Κρέων
576	1115-1125	Χορός
577	1126-1130	Χορός
578	1131-1135	Χορός
579	1136-1137	Χορός
580	1140-1145	Χορός
581	1146-1152	Χορός
582	1155-1157	Ἄγγελος
583	1158-1159	Ἄγγελος
584	1160-1160	Ἄγγελος
585	1161-1164	Ἄγγελος
586	1165-1165	Ἄγγελος
587	1165-1167	Ἄγγελος
588	1168-1169	Ἄγγελος
589	1169-1171	Ἄγγελος
590	1172-1172	Χορός
591	1173-1173	Ἄγγελος
592	1173-1173	Ἄγγελος
593	1174-1174	Χορός
594	1174-1174	Χορός
595	1174-1174	Χορός
596	1175-1175	Ἄγγελος
597	1175-1175	Ἄγγελος
598	1176-1176	Χορός
599	1177-1177	Ἄγγελος
600	1178-1178	Χορός
601	1179-1179	Ἄγγελος
602	1180-1181	Χορός
603	1181-1182	Χορός
604	1183-1185	Εὐρυδίκη
605	1186-1188	Εὐρυδίκη
606	1188-1190	Εὐρυδίκη
607	1191-1191	Εὐρυδίκη
608	1192-1193	Ἄγγελος
609	1194-1195	Ἄγγελος
610	1195-1195	Ἄγγελος
611	1196-1198	Ἄγγελος
612	1199-1205	Ἄγγελος
613	1206-1208	Ἄγγελος
614	1209-1211	Ἄγγελος
615	1211-1212	Ἄγγελος
616	1212-1213	Ἄγγελος
617	1214-1214	Ἄγγελος
618	1214-1218	Ἄγγελος
619	1219-1220	Ἄγγελος
620	1220-1225	Ἄγγελος
621	1226-1227	Ἄγγελος
622	1228-1228	Ἄγγελος
623	1228-1229	Ἄγγελος
624	1229-1229	Ἄγγελος
625	1230-1230	Ἄγγελος
626	1231-1233	Ἄγγελος
627	1233-1234	Ἄγγελος
628	1234-1237	Ἄγγελος
629	1238-1239	Ἄγγελος
630	1240-1243	Ἄγγελος
631	1244-1244	Χορός
632	1244-1245	Χορός
633	1246-1246	Ἄγγελος
634	1246-1249	Ἄγγελος
635	1250-1250	Ἄγγελος
636	1251-1251	Χορός
637	1251-1252	Χορός
638	1253-1255	Ἄγγελος
639	1255-1256	Ἄγγελος
640	1257-1260	Χορός
641	1261-1265	Κρέων
642	1265-1265	Κρέων
643	1266-1269	Κρέων
644	1270-1270	Χορός
645	1271-1272	Κρέων
646	1272-1275	Κρέων
647	1276-1276	Κρέων
648	1277-1280	Ἐξάγγελος
649	1281-1281	Κρέων
650	1282-1283	Ἐξάγγελος
651	1284-1284	Κρέων
652	1285-1285	Κρέων
653	1286-1287	Κρέων
654	1288-1288	Κρέων
655	1289-1289	Κρέων
656	1289-1292	Κρέων
657	1293-1293	Χορός
658	1293-1293	Χορός
659	1294-1295	Κρέων
660	1296-1296	Κρέων
661	1297-1298	Κρέων
662	1300-1300	Κρέων
663	1301-1305	Ἐξάγγελος
664	1306-1307	Κρέων
665	1307-1308	Κρέων
666	1310-1311	Κρέων
667	1312-1313	Ἐξάγγελος
668	1314-1314	Κρέων
669	1315-1316	Ἐξάγγελος
670	1317-1318	Κρέων
671	1319-1320	Κρέων
672	1320-1325	Κρέων
673	1326-1326	Χορός
674	1327-1327	Χορός
675	1328-1331	Κρέων
676	1331-1332	Κρέων
677	1333-1333	Χορός
678	1333-1335	Χορός
679	1335-1335	Χορός
680	1336-1336	Κρέων
681	1337-1337	Χορός
682	1337-1338	Χορός
683	1339-1342	Κρέων
684	1342-1346	Κρέων
685	1347-1348	Χορός
686	1348-1350	Χορός
687	1350-1353	Χορός
